ID;ACTIVO;CREADO;CREADOPOR_USERID;MODIFICADO;MODIFICADOPOR_USERID;CLAVE;DESCRIPCION;CLASE;PELIGRO_SECUNDARIO;NOMBRE_TECNICO;FECHAINICIO;FECHAFIN
455;S;07.02.2022 11:44;;07.02.2022 11:44;;1105;PENTANOLES (ALCOHOLES PENTILICOS);3;;;12.01.2021;
456;S;07.02.2022 11:44;;07.02.2022 11:44;;1106;AMILAMINA (2 AMINO PENTANO);3;8;;12.01.2021;
457;S;07.02.2022 11:44;;07.02.2022 11:44;;1107;CLORURO DE AMILO;3;;;12.01.2021;
458;S;07.02.2022 11:44;;07.02.2022 11:44;;1108;1 PENTENO (n-AMILENO);3;;;12.01.2021;
459;S;07.02.2022 11:44;;07.02.2022 11:44;;1109;FORMIATOS DE AMILO;3;;;12.01.2021;
460;S;07.02.2022 11:44;;07.02.2022 11:44;;1110;n-AMILMETHILCETONA (NpentilimetilCETONA);3;;;12.01.2021;
461;S;07.02.2022 11:44;;07.02.2022 11:44;;1111;AMILMERCAPTANO;3;;;12.01.2021;
462;S;07.02.2022 11:44;;07.02.2022 11:44;;1112;NITRATO DE  AMILO;3;;;12.01.2021;
463;S;07.02.2022 11:44;;07.02.2022 11:44;;1114;BENCENO;3;;;12.01.2021;
464;S;07.02.2022 11:44;;07.02.2022 11:44;;1120;BUTANOLES;3;;;12.01.2021;
465;S;07.02.2022 11:44;;07.02.2022 11:44;;1123;ACETATOS DE BUTILO;3;;;12.01.2021;
466;S;07.02.2022 11:44;;07.02.2022 11:44;;1125;n-BUTILAMINA;3;8;;12.01.2021;
467;S;07.02.2022 11:44;;07.02.2022 11:44;;1126;1-BROMOBUTANO;3;;;12.01.2021;
468;S;07.02.2022 11:44;;07.02.2022 11:44;;1127;CLOROBUTANOS;3;;;12.01.2021;
469;S;07.02.2022 11:44;;07.02.2022 11:44;;1128;FORMIATO DE n-BUTILO;3;;;12.01.2021;
470;S;07.02.2022 11:44;;07.02.2022 11:44;;1129;BUTIRALDEHIDO;3;;;12.01.2021;
471;S;07.02.2022 11:44;;07.02.2022 11:44;;1130;ALCANFOR LIQUIDO;3;;;12.01.2021;
472;S;07.02.2022 11:44;;07.02.2022 11:44;;1131;DISULFURO DE CARBONO;3;6.1;;12.01.2021;
473;S;07.02.2022 11:44;;07.02.2022 11:44;;1133;ADHESIVOS que contengan líquidos inflamables;3;;;12.01.2021;
474;S;07.02.2022 11:44;;07.02.2022 11:44;;1134;CLOROBENCENO;3;;;12.01.2021;
475;S;07.02.2022 11:44;;07.02.2022 11:44;;1135;ETILENCLORHIDRINA;6.1;3;;12.01.2021;
476;S;07.02.2022 11:44;;07.02.2022 11:44;;1136;DESTILADOS DE ALQUITRAN DE HULLA, INFLAMABLE;3;;;12.01.2021;
477;S;07.02.2022 11:44;;07.02.2022 11:44;;1139;SOLUCIONES PARA REVESTIMIENTOS (comprende los tratamientos de superficie o los revestimientos utilizados con fines industriales o de otra índole como revestimiento de bajos de vehículos, de bidones o de toneles);3;;;12.01.2021;
478;S;07.02.2022 11:44;;07.02.2022 11:44;;1143;CROTONALDEHIDO ESTABILIZADO;6.1;3;;12.01.2021;
479;S;07.02.2022 11:44;;07.02.2022 11:44;;1144;CROTONILENO (DIMETILACETILENO);3;;;12.01.2021;
480;S;07.02.2022 11:44;;07.02.2022 11:44;;1145;CICLOHEXANO;3;;;12.01.2021;
481;S;07.02.2022 11:44;;07.02.2022 11:44;;1146;CICLOPENTANO;3;;;12.01.2021;
482;S;07.02.2022 11:44;;07.02.2022 11:44;;1147;DECAHIDRONAFTALENO;3;;;12.01.2021;
483;S;07.02.2022 11:44;;07.02.2022 11:44;;1148;DIACETONA ALCOHOL (4HIDROXI2CETO-METILPENTANO);3;;;12.01.2021;
484;S;07.02.2022 11:44;;07.02.2022 11:44;;1149;ETERES DIBUTILICOS (ETERES BUTILICOS);3;;;12.01.2021;
485;S;07.02.2022 11:44;;07.02.2022 11:44;;1150;1,2-DICLOROETILENO;3;;;12.01.2021;
486;S;07.02.2022 11:44;;07.02.2022 11:44;;1152;DICLOROPENTANOS;3;;;12.01.2021;
487;S;07.02.2022 11:44;;07.02.2022 11:44;;1153;ETER DIETILICO DEL ETILENGLICOL;3;;;12.01.2021;
488;S;07.02.2022 11:44;;07.02.2022 11:44;;1154;DIETILAMINA;3;8;;12.01.2021;
489;S;07.02.2022 11:44;;07.02.2022 11:44;;1155;ETER DIETILICO (ETER ETILICO);3;;;12.01.2021;
490;S;07.02.2022 11:44;;07.02.2022 11:44;;1156;DIETILCETONA;3;;;12.01.2021;
491;S;07.02.2022 11:44;;07.02.2022 11:44;;1157;DIISOBUTILCETONA;3;;;12.01.2021;
492;S;07.02.2022 11:44;;07.02.2022 11:44;;1158;DIISOPROPILAMINA;3;8;;12.01.2021;
493;S;07.02.2022 11:44;;07.02.2022 11:44;;1159;ETER DIISOPROPILICO;3;;;12.01.2021;
494;S;07.02.2022 11:44;;07.02.2022 11:44;;1160;DIMETILAMINA EN SOLUCION ACUOSA;3;8;;12.01.2021;
495;S;07.02.2022 11:44;;07.02.2022 11:44;;1161;CARBONATO DE METILO;3;;;12.01.2021;
496;S;07.02.2022 11:44;;07.02.2022 11:44;;1162;DIMETILDICLOROSILANO;3;8;;12.01.2021;
497;S;07.02.2022 11:44;;07.02.2022 11:44;;1163;DIMETILHIDRAZINA ASIMETRICA;6.1;3 8;;12.01.2021;
498;S;07.02.2022 11:44;;07.02.2022 11:44;;1164;SULFURO DE METILO;3;;;12.01.2021;
499;S;07.02.2022 11:44;;07.02.2022 11:44;;1165;DIOXANO (ETER DE DIOXIETILENO);3;;;12.01.2021;
500;S;07.02.2022 11:44;;07.02.2022 11:44;;1166;DIOXOLANO (ETER DIOXIETILMETILICO);3;;;12.01.2021;
501;S;07.02.2022 11:44;;07.02.2022 11:44;;1167;ETER (DI)VINILICO ESTABILIZADO;3;;;12.01.2021;
502;S;07.02.2022 11:44;;07.02.2022 11:44;;1169;EXTRACTOS AROMATICOS LIQUIDOS;3;;;12.01.2021;
503;S;07.02.2022 11:44;;07.02.2022 11:44;;1170;ETANOL (ALCOHOL ETILICO) o ETANOL EN SOLUCION (ALCOHOL ETILICO EN SOLUCION);3;;;12.01.2021;
504;S;07.02.2022 11:44;;07.02.2022 11:44;;1171;ETER MONOETILICO DEL ETILENGLICOL;3;;;12.01.2021;
505;S;07.02.2022 11:44;;07.02.2022 11:44;;1172;ACETATO DEL ETER MONOETILICO DEL ETILENGLICOL;3;;;12.01.2021;
506;S;07.02.2022 11:44;;07.02.2022 11:44;;1173;ACETATO DE ETILO;3;;;12.01.2021;
507;S;07.02.2022 11:44;;07.02.2022 11:44;;1175;ETILBENCENO (FENILETANO);3;;;12.01.2021;
508;S;07.02.2022 11:44;;07.02.2022 11:44;;1176;BORATO DE ETILO;3;;;12.01.2021;
509;S;07.02.2022 11:44;;07.02.2022 11:44;;1177;ACETATO DE ETILBUTILO (ACETATO DE 2-DIETILETILO);3;;;12.01.2021;
510;S;07.02.2022 11:44;;07.02.2022 11:44;;1178;2-ETILBUTIRALDEHIDO (DIETILACETALDEHIDO);3;;;12.01.2021;
511;S;07.02.2022 11:44;;07.02.2022 11:44;;1179;ETIL BUTIL ETER;3;;;12.01.2021;
512;S;07.02.2022 11:44;;07.02.2022 11:44;;1180;BUTIRATO DE ETILO;3;;;12.01.2021;
513;S;07.02.2022 11:44;;07.02.2022 11:44;;1181;CLOROACETATO DE ETILO;6.1;3;;12.01.2021;
514;S;07.02.2022 11:44;;07.02.2022 11:44;;1182;CLOROFORMIATO DE ETILO;6.1;3 8;;12.01.2021;
515;S;07.02.2022 11:44;;07.02.2022 11:44;;1183;ETILDICLOROSILANO;4.3;3 8;;12.01.2021;
516;S;07.02.2022 11:44;;07.02.2022 11:44;;1184;DICLORURO DE ETILENO;3;6.1;;12.01.2021;
517;S;07.02.2022 11:44;;07.02.2022 11:44;;1185;ETILENIMINA (AZIRIDINA) ESTABILIZADA;6.1;3;;12.01.2021;
518;S;07.02.2022 11:44;;07.02.2022 11:44;;1188;ÉTER MONOMETÍLICO DEL ETILENGLICOL;3;;;12.01.2021;
519;S;07.02.2022 11:44;;07.02.2022 11:44;;1189;ACETATO DEL ÉTER MONOMETILICO DEL ETILENGLICOL;3;;;12.01.2021;
520;S;07.02.2022 11:44;;07.02.2022 11:44;;1190;FORMIATO DE ETILO;3;;;12.01.2021;
521;S;07.02.2022 11:44;;07.02.2022 11:44;;1191;ALDEHIDOS OCTILICOS;3;;;12.01.2021;
522;S;07.02.2022 11:44;;07.02.2022 11:44;;1192;LACTATO DE ETILO;3;;;12.01.2021;
523;S;07.02.2022 11:44;;07.02.2022 11:44;;1193;ETILMETILCETONA (METILETILCETONA);3;;;12.01.2021;
524;S;07.02.2022 11:44;;07.02.2022 11:44;;1194;NITRITO DE ETILO EN SOLUCION;3;6.1;;12.01.2021;
525;S;07.02.2022 11:44;;07.02.2022 11:44;;1195;PROPIONATO DE ETILO;3;;;12.01.2021;
526;S;07.02.2022 11:44;;07.02.2022 11:44;;1196;ETILTRICLOROSILANO;3;8;;12.01.2021;
527;S;07.02.2022 11:44;;07.02.2022 11:44;;1197;EXTRACTOS DE SABORIZANTES LIQUIDOS;3;;;12.01.2021;
528;S;07.02.2022 11:44;;07.02.2022 11:44;;1198;FORMALDEHIDO EN SOLUCION INFLAMABLE;3;8;;12.01.2021;
529;S;07.02.2022 11:44;;07.02.2022 11:44;;1199;FURALDEHIDOS;6.1;3;;12.01.2021;
530;S;07.02.2022 11:44;;07.02.2022 11:44;;1201;ACEITE DE FUSEL;3;;;12.01.2021;
531;S;07.02.2022 11:44;;07.02.2022 11:44;;1202;GASOLEO o COMBUSTIBLE PARA MOTORES DIESEL o ACEITE MINERAL PARA CALDEO, LIGERO;3;;;12.01.2021;
532;S;07.02.2022 11:44;;07.02.2022 11:44;;1203;COMBUSTIBLE PARA MOTORES o GASOLINA;3;;;12.01.2021;
533;S;07.02.2022 11:44;;07.02.2022 11:44;;1204;NITROGLICERINA EN SOLUCION ALCOHOLICA con no más de 1% de nitroglicerina;3;;;12.01.2021;
534;S;07.02.2022 11:44;;07.02.2022 11:44;;1206;HEPTANOS;3;;;12.01.2021;
535;S;07.02.2022 11:44;;07.02.2022 11:44;;1207;HEXALDEHIDO (ALDEHIDO CAPROICO);3;;;12.01.2021;
536;S;07.02.2022 11:44;;07.02.2022 11:44;;1208;HEXANOS;3;;;12.01.2021;
537;S;07.02.2022 11:44;;07.02.2022 11:44;;1210;TINTA DE IMPRENTA, inflamable o MATERIALES RELACIONADOS CON LA TINTA DE IMPRENTA (incluido diluyente de tinta de imprenta o producto reductor), inflamable;3;;;12.01.2021;
538;S;07.02.2022 11:44;;07.02.2022 11:44;;1212;ISOBUTANOL (ALCOHOL ISOBUTILICO);3;;;12.01.2021;
539;S;07.02.2022 11:44;;07.02.2022 11:44;;1213;ACETATO DE ISOBUTILO;3;;;12.01.2021;
540;S;07.02.2022 11:44;;07.02.2022 11:44;;1214;ISOBUTILAMINA;3;8;;12.01.2021;
541;S;07.02.2022 11:44;;07.02.2022 11:44;;1216;ISOOCTENO;3;;;12.01.2021;
542;S;07.02.2022 11:44;;07.02.2022 11:44;;1218;ISOPRENO ESTABILIZADO;3;;;12.01.2021;
543;S;07.02.2022 11:44;;07.02.2022 11:44;;1219;ISOPROPANOL (ALCOHOL ISOPROPILICO);3;;;12.01.2021;
544;S;07.02.2022 11:44;;07.02.2022 11:44;;1220;ACETATO DE ISOPROPILO;3;;;12.01.2021;
545;S;07.02.2022 11:44;;07.02.2022 11:44;;1221;ISOPROPILAMINA;3;8;;12.01.2021;
546;S;07.02.2022 11:44;;07.02.2022 11:44;;1222;NITRATO DE ISOPROPILO;3;;;12.01.2021;
547;S;07.02.2022 11:44;;07.02.2022 11:44;;1223;QUEROSENO;3;;;12.01.2021;
548;S;07.02.2022 11:44;;07.02.2022 11:44;;1224;CETONAS LIQUIDAS, N.E.P.;3;;Líquidos inflamables.;12.01.2021;
549;S;07.02.2022 11:44;;07.02.2022 11:44;;1228;MERCAPTANOS LIQUIDOS INFLAMABLES, TOXICOS, N.E.P. o MEZCLA DE MERCAPTANOS LIQUIDOS INFLAMABLES, TOXICOS, N.E.P.;3;6.1;Líquidos inflamables.;12.01.2021;
550;S;07.02.2022 11:44;;07.02.2022 11:44;;1229;OXIDO DE MESITILO;3;;;12.01.2021;
551;S;07.02.2022 11:44;;07.02.2022 11:44;;1230;METANOL;3;6.1;;12.01.2021;
552;S;07.02.2022 11:44;;07.02.2022 11:44;;1231;ACETATO DE METILO;3;;;12.01.2021;
553;S;07.02.2022 11:44;;07.02.2022 11:44;;1233;ACETATO DE METILAMILO;3;;;12.01.2021;
554;S;07.02.2022 11:44;;07.02.2022 11:44;;1234;METILAL (DIMETOXIMETANO; FORMAL);3;;;12.01.2021;
555;S;07.02.2022 11:44;;07.02.2022 11:44;;1235;METILAMINA EN SOLUCION ACUOSA;3;8;;12.01.2021;
556;S;07.02.2022 11:44;;07.02.2022 11:44;;1237;BUTIRATO DE METILO;3;;;12.01.2021;
557;S;07.02.2022 11:44;;07.02.2022 11:44;;1238;CLOROFORMIATO DE METILO;6.1;3 8;;12.01.2021;
558;S;07.02.2022 11:44;;07.02.2022 11:44;;1239;METIL CLOROMETIL ETER;6.1;3;;12.01.2021;
559;S;07.02.2022 11:44;;07.02.2022 11:44;;1242;METILDICLOROSILANO;4.3;3 8;;12.01.2021;
560;S;07.02.2022 11:44;;07.02.2022 11:44;;1243;FORMIATO DE METILO;3;;;12.01.2021;
561;S;07.02.2022 11:44;;07.02.2022 11:44;;1244;METILHIDRAZINA;6.1;3 8;;12.01.2021;
562;S;07.02.2022 11:44;;07.02.2022 11:44;;1245;METILISOBUTILCETONA;3;;;12.01.2021;
563;S;07.02.2022 11:44;;07.02.2022 11:44;;1246;METILISOPROPENILCETONA ESTABILIZADA;3;;;12.01.2021;
564;S;07.02.2022 11:44;;07.02.2022 11:44;;1247;METACRILATO DE METILO MONOMERO ESTABILIZADO;3;;;12.01.2021;
565;S;07.02.2022 11:44;;07.02.2022 11:44;;1248;PROPIONATO DE METILO;3;;;12.01.2021;
566;S;07.02.2022 11:44;;07.02.2022 11:44;;1249;METILPROPILCETONA;3;;;12.01.2021;
567;S;07.02.2022 11:44;;07.02.2022 11:44;;1250;METILTRICLOROSILANO;3;8;;12.01.2021;
568;S;07.02.2022 11:44;;07.02.2022 11:44;;1251;METILVINILCETONA, ESTABILIZADA;6.1;3 8;;12.01.2021;
569;S;07.02.2022 11:44;;07.02.2022 11:44;;1259;NIQUEL CARBONILO;6.1;3;;12.01.2021;
570;S;07.02.2022 11:44;;07.02.2022 11:44;;1261;NITROMETANO;3;;;12.01.2021;
571;S;07.02.2022 11:44;;07.02.2022 11:44;;1262;OCTANOS;3;;;12.01.2021;
572;S;07.02.2022 11:44;;07.02.2022 11:44;;1263;PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, betún, encáustico, apresto líquido y base líquida para lacas base solvente) o PRODUCTOS PARA PINTURA (incluye compuestos disolventes o reductores de pintura);3;;;12.01.2021;
573;S;07.02.2022 11:44;;07.02.2022 11:44;;1264;PARALDEHIDO;3;;;12.01.2021;
574;S;07.02.2022 11:44;;07.02.2022 11:44;;1265;PENTANOS líquidos;3;;;12.01.2021;
575;S;07.02.2022 11:44;;07.02.2022 11:44;;1266;PRODUCTOS DE PERFUMERIA que contengan disolventes inflamables;3;;;12.01.2021;
576;S;07.02.2022 11:44;;07.02.2022 11:44;;1267;PETROLEO BRUTO;3;;;12.01.2021;
577;S;07.02.2022 11:44;;07.02.2022 11:44;;1268;DESTILADOS DE PETROLEO, N.E.P., o PRODUCTOS DE PETROLEO, N.E.P.;3;;Líquidos inflamables.;12.01.2021;
578;S;07.02.2022 11:44;;07.02.2022 11:44;;1272;ACEITE DE PINO;3;;;12.01.2021;
579;S;07.02.2022 11:44;;07.02.2022 11:44;;1274;n-PROPANOL (ALCOHOL PROPILICO NORMAL);3;;;12.01.2021;
580;S;07.02.2022 11:44;;07.02.2022 11:44;;1275;PROPIONALDEHIDO;3;;;12.01.2021;
581;S;07.02.2022 11:44;;07.02.2022 11:44;;1276;ACETATO DE n-PROPILO;3;;;12.01.2021;
582;S;07.02.2022 11:44;;07.02.2022 11:44;;1277;PROPILAMINA;3;8;;12.01.2021;
583;S;07.02.2022 11:44;;07.02.2022 11:44;;1278;1-CLOROPROPANO;3;;;12.01.2021;
584;S;07.02.2022 11:44;;07.02.2022 11:44;;1279;1,2-DICLOROPROPANO;3;;;12.01.2021;
585;S;07.02.2022 11:44;;07.02.2022 11:44;;1280;OXIDO DE PROPILENO;3;;;12.01.2021;
586;S;07.02.2022 11:44;;07.02.2022 11:44;;1281;FORMIATOS DE PROPILO;3;;;12.01.2021;
587;S;07.02.2022 11:44;;07.02.2022 11:44;;1282;PIRIDINA;3;;;12.01.2021;
588;S;07.02.2022 11:44;;07.02.2022 11:44;;1286;ACEITE DE COLOFONIA;3;;;12.01.2021;
589;S;07.02.2022 11:44;;07.02.2022 11:44;;1287;DISOLUCION DE CAUCHO;3;;;12.01.2021;
590;S;07.02.2022 11:44;;07.02.2022 11:44;;1288;ACEITE DE ESQUISTO;3;;;12.01.2021;
591;S;07.02.2022 11:44;;07.02.2022 11:44;;1289;METILATO SODICO EN SOLUCION alcohólica;3;8;;12.01.2021;
592;S;07.02.2022 11:44;;07.02.2022 11:44;;1292;SILICATO DE TETRAETILO;3;;;12.01.2021;
593;S;07.02.2022 11:44;;07.02.2022 11:44;;1293;TINTURAS MEDICINALES;3;;;12.01.2021;
594;S;07.02.2022 11:44;;07.02.2022 11:44;;1294;TOLUENO;3;;;12.01.2021;
595;S;07.02.2022 11:44;;07.02.2022 11:44;;1295;TRICLOROSILANO;4.3;3 8;;12.01.2021;
596;S;07.02.2022 11:44;;07.02.2022 11:44;;1296;TRIETILAMINA;3;8;;12.01.2021;
597;S;07.02.2022 11:44;;07.02.2022 11:44;;1297;TRIMETILAMINA EN SOLUCION ACUOSA, con un máximo de 50%, en masa, de trimetilamina;3;8;;12.01.2021;
598;S;07.02.2022 11:44;;07.02.2022 11:44;;1298;TRIMETILCLOROSILANO;3;8;;12.01.2021;
599;S;07.02.2022 11:44;;07.02.2022 11:44;;1299;TREMENTINA;3;;;12.01.2021;
600;S;07.02.2022 11:44;;07.02.2022 11:44;;1300;SUCEDANEO DE TREMENTINA;3;;;12.01.2021;
601;S;07.02.2022 11:44;;07.02.2022 11:44;;1301;ACETATO DE VINILO ESTABILIZADO;3;;;12.01.2021;
602;S;07.02.2022 11:44;;07.02.2022 11:44;;1302;VINIL ETIL ETER ESTABILIZADO;3;;;12.01.2021;
603;S;07.02.2022 11:44;;07.02.2022 11:44;;1303;CLORURO DE VINILIDENO ESTABILIZADO;3;;;12.01.2021;
604;S;07.02.2022 11:44;;07.02.2022 11:44;;1304;VINIL ISOBUTIL ETER ESTABILIZADO;3;;;12.01.2021;
605;S;07.02.2022 11:44;;07.02.2022 11:44;;1305;VINILTRICLOROSILANO;3;8;;12.01.2021;
606;S;07.02.2022 11:44;;07.02.2022 11:44;;1306;PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN DE LA MADERA;3;;;12.01.2021;
607;S;07.02.2022 11:44;;07.02.2022 11:44;;1307;XILENOS;3;;;12.01.2021;
608;S;07.02.2022 11:44;;07.02.2022 11:44;;1308;CIRCONIO EN SUSPENSION EN UN LIQUIDO INFLAMABLE;3;;;12.01.2021;
609;S;07.02.2022 11:44;;07.02.2022 11:44;;1309;ALUMINIO EN POLVO, RECUBIERTO;4.1;;;12.01.2021;
610;S;07.02.2022 11:44;;07.02.2022 11:44;;1310;PICRATO AMONICO HUMEDECIDO con un mínimo de 10%, en masa, de agua;4.1;;;12.01.2021;
611;S;07.02.2022 11:44;;07.02.2022 11:44;;1312;BORNEOL;4.1;;;12.01.2021;
612;S;07.02.2022 11:44;;07.02.2022 11:44;;1313;RESINATO DE CALCIO;4.1;;;12.01.2021;
613;S;07.02.2022 11:44;;07.02.2022 11:44;;1314;RESINATO DE CALCIO FUNDIDO;4.1;;;12.01.2021;
614;S;07.02.2022 11:44;;07.02.2022 11:44;;1318;RESINATO DE COBALTO, PRECIPITADO;4.1;;;12.01.2021;
615;S;07.02.2022 11:44;;07.02.2022 11:44;;1320;DINITROFENOL HUMEDECIDO con un mínimo de 15%, en masa, de agua;4.1;6.1;;12.01.2021;
616;S;07.02.2022 11:44;;07.02.2022 11:44;;1321;DINITROFENOLATOS HUMEDECIDOS con no menos de 15%, en masa, de agua;4.1;6.1;;12.01.2021;
617;S;07.02.2022 11:44;;07.02.2022 11:44;;1322;DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo de 15%, en masa, de agua;4.1;;;12.01.2021;
618;S;07.02.2022 11:44;;07.02.2022 11:44;;1323;FERROCERIO;4.1;;;12.01.2021;
619;S;07.02.2022 11:44;;07.02.2022 11:44;;1324;PELICULAS DE SOPORTE NITROCELULOSICO revestido de gelatina, con exclusión de los desechos;4.1;;;12.01.2021;
620;S;07.02.2022 11:44;;07.02.2022 11:44;;1325;SOLIDO INFLAMABLE ORGANICO, N.E.P.;4.1;;Solidos que se inflaman con facilidad o pueden provocar o activar incendios por fricción.;12.01.2021;
621;S;07.02.2022 11:44;;07.02.2022 11:44;;1326;HAFNIO EN POLVO HUMEDECIDO con un mínimo de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones;4.1;;;12.01.2021;
622;S;07.02.2022 11:44;;07.02.2022 11:44;;1327;HENO, PAJA o RASTROJO húmeda, mojada o contaminados con aceite.;4.1;;;12.01.2021;
623;S;07.02.2022 11:44;;07.02.2022 11:44;;1328;HEXAMETILENOTETRAMINA;4.1;;;12.01.2021;
624;S;07.02.2022 11:44;;07.02.2022 11:44;;1330;RESINATO DE MANGANESO;4.1;;;12.01.2021;
625;S;07.02.2022 11:44;;07.02.2022 11:44;;1331;FOSFOROS DISTINTOS DE LOS DE SEGURIDAD;4.1;;;12.01.2021;
626;S;07.02.2022 11:44;;07.02.2022 11:44;;1332;METALDEHIDO;4.1;;;12.01.2021;
627;S;07.02.2022 11:44;;07.02.2022 11:44;;1333;CERIO, en placas, lingotes o barras;4.1;;;12.01.2021;
628;S;07.02.2022 11:44;;07.02.2022 11:44;;1334;NAFTALENO BRUTO o NAFTALENO REFINADO;4.1;;;12.01.2021;
629;S;07.02.2022 11:44;;07.02.2022 11:44;;1336;NITROGUANIDINA (PICRITA) HUMEDECIDA con no menos de 20%, en masa, de agua;4.1;;;12.01.2021;
630;S;07.02.2022 11:44;;07.02.2022 11:44;;1337;NITROALMIDON HUMEDECIDO con no menos de 20%, en masa, de agua;4.1;;;12.01.2021;
631;S;07.02.2022 11:44;;07.02.2022 11:44;;1338;FOSFORO AMORFO;4.1;;;12.01.2021;
632;S;07.02.2022 11:44;;07.02.2022 11:44;;1339;HEPTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo;4.1;;;12.01.2021;
633;S;07.02.2022 11:44;;07.02.2022 11:44;;1340;PENTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo;4.3;4.1;;12.01.2021;
634;S;07.02.2022 11:44;;07.02.2022 11:44;;1341;SESQUISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo;4.1;;;12.01.2021;
635;S;07.02.2022 11:44;;07.02.2022 11:44;;1343;TRISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo;4.1;;;12.01.2021;
636;S;07.02.2022 11:44;;07.02.2022 11:44;;1344;TRINITROFENOL HUMEDECIDO con no menos de 30%, en masa, de agua;4.1;;;12.01.2021;
637;S;07.02.2022 11:44;;07.02.2022 11:44;;1345;DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo, y que contienen más de 45% de caucho;4.1;;;12.01.2021;
638;S;07.02.2022 11:44;;07.02.2022 11:44;;1346;SILICIO EN POLVO, AMORFO;4.1;;;12.01.2021;
639;S;07.02.2022 11:44;;07.02.2022 11:44;;1347;PICRATO DE PLATA HUMEDECIDO con no menos de 30%, en masa, de agua;4.1;;;12.01.2021;
640;S;07.02.2022 11:44;;07.02.2022 11:44;;1348;DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con no menos de 15%, en masa, de agua;4.1;6.1;;12.01.2021;
641;S;07.02.2022 11:44;;07.02.2022 11:44;;1349;PICRAMATO DE SODIO HUMEDECIDO con no menos de 20%, en masa, de agua;4.1;;;12.01.2021;
642;S;07.02.2022 11:44;;07.02.2022 11:44;;1350;AZUFRE;4.1;;;12.01.2021;
643;S;07.02.2022 11:44;;07.02.2022 11:44;;1352;TITANIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones;4.1;;;12.01.2021;
644;S;07.02.2022 11:44;;07.02.2022 11:44;;1353;FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA N.E.P.;4.1;;Solidos que se inflaman con facilidad o pueden provocar o activar incendios por fricción.;12.01.2021;
645;S;07.02.2022 11:44;;07.02.2022 11:44;;1354;TRINITROBENCENO HUMEDECIDO con no menos de 30%, en masa, de agua;4.1;;;12.01.2021;
646;S;07.02.2022 11:44;;07.02.2022 11:44;;1355;ACIDO TRINITROBENZOICO HUMEDECIDO con no menos de 30%, en masa, de agua;4.1;;;12.01.2021;
647;S;07.02.2022 11:44;;07.02.2022 11:44;;1356;TRINITROTOLUENO (TNT) HUMEDECIDO con no menos de 30%, en masa, de agua;4.1;;;12.01.2021;
648;S;07.02.2022 11:44;;07.02.2022 11:44;;1357;NITRATO DE UREA HUMEDECIDO con no menos de 20%, en masa, de agua;4.1;;;12.01.2021;
649;S;07.02.2022 11:44;;07.02.2022 11:44;;1358;CIRCONIO EN POLVO, HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones;4.1;;;12.01.2021;
650;S;07.02.2022 11:44;;07.02.2022 11:44;;1360;FOSFURO DE CALCIO;4.3;6.1;;12.01.2021;
651;S;07.02.2022 11:44;;07.02.2022 11:44;;1361;CARBON animal o vegetal;4.2;;;12.01.2021;
652;S;07.02.2022 11:44;;07.02.2022 11:44;;1362;CARBON ACTIVADO;4.2;;;12.01.2021;
653;S;07.02.2022 11:44;;07.02.2022 11:44;;1363;COPRA;4.2;;;12.01.2021;
654;S;07.02.2022 11:44;;07.02.2022 11:44;;1364;DESECHOS DE ACEITE DE ALGODÓN;4.2;;;12.01.2021;
655;S;07.02.2022 11:44;;07.02.2022 11:44;;1365;ALGODÓN HUMEDO;4.2;;;12.01.2021;
656;S;07.02.2022 11:44;;07.02.2022 11:44;;1369;p-NITROSODIMETILANILINA;4.2;;;12.01.2021;
657;S;07.02.2022 11:44;;07.02.2022 11:44;;1372;FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas;4.2;;;12.01.2021;
658;S;07.02.2022 11:44;;07.02.2022 11:44;;1373;FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTETICOS, N.E.P., impregnados de aceite;4.2;;Solidos inflamables de reacción espontanea.;12.01.2021;
659;S;07.02.2022 11:44;;07.02.2022 11:44;;1374;HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA;4.2;;;12.01.2021;
